repository_name,state,triage_state,created_at,expiration_date,severity,remediation_window,rule_name
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,python.django.security.django-no-csrf-token.django-no-csrf-token
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,kufta_test.secure-flag-not-set
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,kufta_test.secure-flag-not-set
Kufta/testThree,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,kufta_test.secure-flag-not-set
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-command-write.dangerous-command-write
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-exec-cmd.dangerous-exec-cmd
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-exec-cmd.dangerous-exec-cmd
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-exec-cmd.dangerous-exec-cmd
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-exec-cmd.dangerous-exec-cmd
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-exec-cmd.dangerous-exec-cmd
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-exec-cmd.dangerous-exec-cmd
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-syscall-exec.dangerous-syscall-exec
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,go.gorilla.security.audit.websocket-missing-origin-check.websocket-missing-origin-check
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.gorilla.command-injection.gorilla-command-injection-taint.gorilla-command-injection-taint
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.gorilla.command-injection.gorilla-command-injection-taint.gorilla-command-injection-taint
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.gorilla.command-injection.gorilla-command-injection-taint.gorilla-command-injection-taint
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.gorilla.command-injection.gorilla-command-injection-taint.gorilla-command-injection-taint
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.gorilla.command-injection.gorilla-command-injection-taint.gorilla-command-injection-taint
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.gorilla.command-injection.gorilla-command-injection-taint.gorilla-command-injection-taint
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-command-write.dangerous-command-write
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-exec-cmd.dangerous-exec-cmd
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-exec-cmd.dangerous-exec-cmd
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-exec-cmd.dangerous-exec-cmd
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-exec-cmd.dangerous-exec-cmd
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-exec-cmd.dangerous-exec-cmd
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-exec-cmd.dangerous-exec-cmd
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-06-12,high,30,go.lang.security.audit.dangerous-syscall-exec.dangerous-syscall-exec
kufta-test/test-files,unresolved,untriaged,2024-05-13,2024-07-12,medium,60,go.gorilla.security.audit.websocket-missing-origin-check.websocket-missing-origin-check
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint-med-conf.gorilla-go-vanillasql-format-string-sqli-taint-med-conf
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint-med-conf.gorilla-go-vanillasql-format-string-sqli-taint-med-conf
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint-med-conf.gorilla-go-vanillasql-format-string-sqli-taint-med-conf
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint-med-conf.gorilla-go-vanillasql-format-string-sqli-taint-med-conf
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint-med-conf.gorilla-go-vanillasql-format-string-sqli-taint-med-conf
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint.gorilla-go-vanillasql-format-string-sqli-taint
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint.gorilla-go-vanillasql-format-string-sqli-taint
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint.gorilla-go-vanillasql-format-string-sqli-taint
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint.gorilla-go-vanillasql-format-string-sqli-taint
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint.gorilla-go-vanillasql-format-string-sqli-taint
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.lang.security.audit.sqli.gosql-sqli.gosql-sqli
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.lang.security.audit.sqli.gosql-sqli.gosql-sqli
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.lang.security.audit.sqli.gosql-sqli.gosql-sqli
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.lang.security.audit.sqli.gosql-sqli.gosql-sqli
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.lang.security.audit.sqli.gosql-sqli.gosql-sqli
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-05-11,medium,60,go.lang.security.audit.database.string-formatted-query.string-formatted-query
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-05-11,medium,60,go.lang.security.audit.database.string-formatted-query.string-formatted-query
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-05-11,medium,60,go.lang.security.audit.database.string-formatted-query.string-formatted-query
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-05-11,medium,60,go.lang.security.audit.database.string-formatted-query.string-formatted-query
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-06-24,low,60,javascript.firebase.firebase-hardcoded-secret.firebase-hardcoded-secret
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-05-25,high,30,go.aws-lambda.security.tainted-sql-string.tainted-sql-string
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-05-25,high,30,go.aws-lambda.security.tainted-sql-string.tainted-sql-string
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-05-25,high,30,go.aws-lambda.security.tainted-sql-string.tainted-sql-string
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-05-25,high,30,go.lang.security.audit.sqli.gosql-sqli.gosql-sqli
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-05-25,high,30,go.lang.security.audit.sqli.gosql-sqli.gosql-sqli
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-05-25,high,30,go.lang.security.audit.sqli.gosql-sqli.gosql-sqli
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-05-25,high,30,go.lang.security.audit.sqli.gosql-sqli.gosql-sqli
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-05-25,high,30,go.lang.security.audit.sqli.gosql-sqli.gosql-sqli
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-06-24,medium,60,go.aws-lambda.security.database-sqli.database-sqli
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-06-24,medium,60,go.aws-lambda.security.database-sqli.database-sqli
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-06-24,medium,60,go.aws-lambda.security.database-sqli.database-sqli
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-06-24,medium,60,go.aws-lambda.security.database-sqli.database-sqli
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-06-24,medium,60,go.aws-lambda.security.database-sqli.database-sqli
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-06-24,medium,60,go.lang.security.audit.database.string-formatted-query.string-formatted-query
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-06-24,medium,60,go.lang.security.audit.database.string-formatted-query.string-formatted-query
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-06-24,medium,60,go.lang.security.audit.database.string-formatted-query.string-formatted-query
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-06-24,medium,60,go.lang.security.audit.database.string-formatted-query.string-formatted-query
kufta-test/test-files,unresolved,untriaged,2024-04-25,2024-06-24,medium,60,go.lang.security.audit.database.string-formatted-query.string-formatted-query
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint-med-conf.gorilla-go-vanillasql-format-string-sqli-taint-med-conf
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint-med-conf.gorilla-go-vanillasql-format-string-sqli-taint-med-conf
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint-med-conf.gorilla-go-vanillasql-format-string-sqli-taint-med-conf
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint-med-conf.gorilla-go-vanillasql-format-string-sqli-taint-med-conf
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint-med-conf.gorilla-go-vanillasql-format-string-sqli-taint-med-conf
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint.gorilla-go-vanillasql-format-string-sqli-taint
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint.gorilla-go-vanillasql-format-string-sqli-taint
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint.gorilla-go-vanillasql-format-string-sqli-taint
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint.gorilla-go-vanillasql-format-string-sqli-taint
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.gorilla.sql.gorilla-go-vanillasql-format-string-sqli-taint.gorilla-go-vanillasql-format-string-sqli-taint
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.lang.security.audit.sqli.gosql-sqli.gosql-sqli
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.lang.security.audit.sqli.gosql-sqli.gosql-sqli
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.lang.security.audit.sqli.gosql-sqli.gosql-sqli
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.lang.security.audit.sqli.gosql-sqli.gosql-sqli
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-04-11,high,30,go.lang.security.audit.sqli.gosql-sqli.gosql-sqli
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-05-11,medium,60,go.lang.security.audit.database.string-formatted-query.string-formatted-query
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-05-11,medium,60,go.lang.security.audit.database.string-formatted-query.string-formatted-query
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-05-11,medium,60,go.lang.security.audit.database.string-formatted-query.string-formatted-query
kufta-test/test-files,unresolved,untriaged,2024-03-12,2024-05-11,medium,60,go.lang.security.audit.database.string-formatted-query.string-formatted-query
kufta-test/test-files,unresolved,reviewing,2024-05-13,2024-06-12,high,30,go.gorilla.command-injection.gorilla-command-injection-taint.gorilla-command-injection-taint
kufta-test/test-files,unresolved,reviewing,2024-05-13,2024-06-12,high,30,go.gorilla.command-injection.gorilla-command-injection-taint.gorilla-command-injection-taint
Kufta/testThree,unresolved,reviewing,2024-05-13,2024-06-12,high,30,java.lang.security.audit.formatted-sql-string-deepsemgrep.formatted-sql-string-deepsemgrep
Kufta/testThree,unresolved,reviewing,2024-05-13,2024-06-12,high,30,java.lang.security.audit.formatted-sql-string-deepsemgrep.formatted-sql-string-deepsemgrep
Kufta/testThree,unresolved,reviewing,2024-05-13,2024-06-12,high,30,java.lang.security.audit.formatted-sql-string-deepsemgrep.formatted-sql-string-deepsemgrep
Kufta/testThree,unresolved,reviewing,2024-05-13,2024-06-12,high,30,java.lang.security.audit.formatted-sql-string-deepsemgrep.formatted-sql-string-deepsemgrep
Kufta/testThree,unresolved,reviewing,2024-05-13,2024-06-12,high,30,java.lang.security.audit.formatted-sql-string-deepsemgrep.formatted-sql-string-deepsemgrep
Kufta/testThree,unresolved,reviewing,2024-05-13,2024-06-12,high,30,java.lang.security.audit.formatted-sql-string-deepsemgrep.formatted-sql-string-deepsemgrep
Kufta/testThree,unresolved,reviewing,2024-05-13,2024-06-12,high,30,java.lang.security.audit.formatted-sql-string-deepsemgrep.formatted-sql-string-deepsemgrep
Kufta/testThree,unresolved,reviewing,2024-05-13,2024-06-12,high,30,java.lang.security.audit.formatted-sql-string-deepsemgrep.formatted-sql-string-deepsemgrep
Kufta/testThree,unresolved,reviewing,2024-05-13,2024-06-12,high,30,java.lang.security.audit.formatted-sql-string-deepsemgrep.formatted-sql-string-deepsemgrep
Kufta/testThree,unresolved,reviewing,2024-05-13,2024-06-12,high,30,java.lang.security.audit.formatted-sql-string-deepsemgrep.formatted-sql-string-deepsemgrep
Kufta/testThree,unresolved,reviewing,2024-05-13,2024-06-12,high,30,java.lang.security.audit.formatted-sql-string-deepsemgrep.formatted-sql-string-deepsemgrep
Kufta/testThree,unresolved,reviewing,2024-05-13,2024-06-12,high,30,java.lang.security.audit.formatted-sql-string-deepsemgrep.formatted-sql-string-deepsemgrep
Kufta/testThree,unresolved,reviewing,2024-05-13,2024-06-12,high,30,java.lang.security.audit.formatted-sql-string-deepsemgrep.formatted-sql-string-deepsemgrep
kufta-test/test-files,unresolved,reviewing,2024-05-13,2024-06-12,high,30,go.gorilla.command-injection.gorilla-command-injection-taint.gorilla-command-injection-taint
kufta-test/test-files,unresolved,reviewing,2024-05-13,2024-06-12,high,30,go.gorilla.command-injection.gorilla-command-injection-taint.gorilla-command-injection-taint
